PLAYER_NAME,GP,availability_rate,FT_PCT,total_score,z_pts,z_ast,z_reb,z_stl,z_blk,z_fg_pct,z_ft_pct,z_fg3m,z_tov
Cade Cunningham,70,0.8536585365853658,0.846,7.281711255724223,2.622913179701927,3.8587921836080095,1.034701502469576,0.7874816607202653,0.9791926535502511,0.1998547129892939,0.628013232804925,1.1678476771657453,-3.9970855472857716
Myles Turner,72,0.8780487804878049,0.773,7.263023332207474,1.022909627346002,-0.3219366130033239,1.1999633003376995,0.3123204041456832,3.9401879761548186,0.30462307999819244,0.26346768658277814,1.2788205108844009,-0.7373326402387756
Trey Murphy III,53,0.6463414634146342,0.887,7.1230119789530795,1.8762448552691617,0.7782551755786059,0.6215470077992681,1.0250622890075567,0.7324430433332035,0.06889425422817118,0.8327579916420216,2.1666031806336443,-0.978795818538553
Domantas Sabonis,70,0.8536585365853658,0.754,7.108896617448789,1.5562441447979771,2.1534949113060184,4.2573065608979785,0.07473977585839191,-0.007805787317938198,1.25626908032902,0.16858596907290413,-0.16382632745812048,-2.1861117100374403
Josh Hart,77,0.9390243902439024,0.776,7.07003672904804,0.7181470459448736,2.098485321876922,2.480742233815654,1.9753848021567209,-0.007805787317938198,0.6887737590308204,0.27844901040012665,0.05811933997919054,-1.2202589968383308
Donovan Mitchell,71,0.8658536585365854,0.823,7.0441600213661975,2.3029124692307414,1.6033990170150534,0.3736543109970834,1.5002235455821387,-0.5013050077520328,-0.027143415529985816,0.5131564168719197,2.499521681789611,-1.2202589968383308
LaMelo Ball,47,0.573170731707317,0.843,6.996097195948206,2.485770018071418,2.9236291633133695,0.5389161088652067,1.0250622890075567,-0.2545553975349856,-0.35890991105816406,0.6130319089875765,3.0543858503828885,-3.031232834086662
Kawhi Leonard,37,0.45121951219512196,0.81,6.97449005610492,1.921959242479331,0.55821681786222,0.9520706035355148,2.212965430444012,0.23894382289910904,0.4530449332607987,0.4482373469967433,1.1678476771657453,-0.978795818538553
OG Anunoby,74,0.9024390243902439,0.81,6.874545375905077,1.3886247250273562,0.06313051300035168,0.4976006593981757,1.9753848021567209,1.2259422637672983,0.2609695937444847,0.4482373469967433,1.389793344603056,-0.3751378727891094
Scottie Barnes,65,0.7926829268292683,0.755,6.81278134989298,1.58672040293809,2.043475732447825,1.6957486939420694,1.7378041738694294,1.4726918739843458,-0.0009513237777611801,0.17357974367868698,0.16909217369784588,-2.0653801208875517
Desmond Bane,69,0.8414634146341463,0.894,6.7462906912834955,1.5714822738680332,1.7684277853023427,1.034701502469576,1.2626429172948475,-0.007805787317938198,0.3308151717504171,0.8677144138825015,1.5007661783217114,-1.5824537642879968
Bam Adebayo,78,0.9512195121951219,0.765,6.625554435999666,1.403862854097413,1.2183318910113778,2.480742233815654,1.5002235455821387,0.7324430433332035,0.33954586900115863,0.2235174897365154,-0.05285349373946504,-1.2202589968383308
